contract_id,product,state,subscription_date,effective_date,annual_premium,end_date,subscriber_id,beneficiary_code,person_id,guarantee,segment,file_rate_year_1
DE-NOUVEAU,CA-AUTONOMIE,En cours,2026-02-24,2026-03-01,1504,,SOUS-DE-NOUVEAU,01,PERS-DE-NOUVEAU,BASE,,
DE-STABLE,CA-AUTONOMIE,En cours,2025-10-31,2025-11-01,1142,,SOUS-DE-STABLE,01,PERS-DE-STABLE,BASE,,
DE-SANS-EFFET,CA-AUTONOMIE,Sans effet,2026-01-07,2026-02-01,412,,SOUS-DE-SANS-EFFET,01,PERS-DE-SANS-EFFET,BASE,,
DE-RESILIE,CA-AUTONOMIE,Résilié,2025-08-30,2025-09-01,1040,2026-03-15,SOUS-DE-RESILIE,01,PERS-DE-RESILIE,BASE,,
DE-RESILIE-SANS-HISTORIQUE,CA-AUTONOMIE,Résilié,2025-11-25,2025-12-01,498,2026-03-10,SOUS-DE-RESILIE-SANS-HISTORIQUE,01,PERS-DE-RESILIE-SANS-HISTORIQUE,BASE,,
DE-ANOMALIE,CA-AUTONOMIE,Résilié,2026-01-01,2026-01-01,1558,2026-03-01,SOUS-DE-ANOMALIE,01,PERS-DE-ANOMALIE,BASE,,
DE-ANCIEN,CA-AUTONOMIE,En cours,2024-12-25,2025-01-15,824,,SOUS-DE-ANCIEN,01,PERS-DE-ANCIEN,BASE,,
DE-EFFET-DIFFERE,CA-AUTONOMIE,En cours,2026-07-07,2026-08-01,858,,SOUS-DE-EFFET-DIFFERE,01,PERS-DE-EFFET-DIFFERE,BASE,,
DE-HAUSSE-PRIME,CA-AUTONOMIE,En cours,2025-12-03,2026-01-01,1036.20,,SOUS-DE-HAUSSE-PRIME,01,PERS-DE-HAUSSE-PRIME,BASE,,
DE-BAISSE-PRIME,CA-AUTONOMIE,En cours,2025-12-13,2026-01-01,924.80,,SOUS-DE-BAISSE-PRIME,01,PERS-DE-BAISSE-PRIME,BASE,,
DE-DUREE-NULLE,CA-AUTONOMIE,En cours,2026-02-20,2026-03-05,1059,2026-03-05,SOUS-DE-DUREE-NULLE,01,PERS-DE-DUREE-NULLE,BASE,,
DE-PRODUIT-INCONNU,PRODUIT-INCONNU,En cours,2026-02-25,2026-03-01,1271,,SOUS-DE-PRODUIT-INCONNU,01,PERS-DE-PRODUIT-INCONNU,BASE,,
DE-0001,CA-AUTONOMIE,En cours,2025-05-24,2025-06-22,601,,SOUS-DE-0001,01,PERS-DE-0001,BASE,,
DE-0002,CA-AUTONOMIE,En cours,2025-05-26,2025-06-21,1344,,SOUS-DE-0002,01,PERS-DE-0002,BASE,,
DE-0003,CA-AUTONOMIE,Résilié,2025-12-21,2026-01-11,1381,2026-03-01,SOUS-DE-0003,01,PERS-DE-0003,BASE,,
DE-0004,CA-AUTONOMIE,Mis en demeure,2025-07-18,2025-07-25,1472,,SOUS-DE-0004,01,PERS-DE-0004,BASE,,
DE-0005,CA-AUTONOMIE,Résilié,2025-08-25,2025-09-21,1539,2026-03-08,SOUS-DE-0005,01,PERS-DE-0005,BASE,,
DE-0006,CA-AUTONOMIE,En cours,2025-05-27,2025-06-21,866,,SOUS-DE-0006,01,PERS-DE-0006,BASE,,
DE-0007,CA-AUTONOMIE,En cours,2025-07-21,2025-08-19,901,,SOUS-DE-0007,01,PERS-DE-0007,BASE,,
DE-0008,CA-AUTONOMIE,Résilié,2025-09-11,2025-10-02,641,2026-03-22,SOUS-DE-0008,01,PERS-DE-0008,BASE,,
DE-0009,CA-AUTONOMIE,Résilié,2025-09-13,2025-10-05,1495,2026-03-16,SOUS-DE-0009,01,PERS-DE-0009,BASE,,
DE-0010,CA-AUTONOMIE,En cours,2025-10-10,2025-10-25,1462,,SOUS-DE-0010,01,PERS-DE-0010,BASE,,
DE-0011,CA-AUTONOMIE,En cours,2026-01-11,2026-01-29,1251,,SOUS-DE-0011,01,PERS-DE-0011,BASE,,
DE-0012,CA-AUTONOMIE,Mis en demeure,2025-05-24,2025-06-09,1199,,SOUS-DE-0012,01,PERS-DE-0012,BASE,,
DE-0013,CA-AUTONOMIE,En cours,2025-09-25,2025-10-18,868,,SOUS-DE-0013,01,PERS-DE-0013,BASE,,
DE-0014,CA-AUTONOMIE,Suspendu,2025-04-27,2025-05-11,469,,SOUS-DE-0014,01,PERS-DE-0014,BASE,,
DE-0015,CA-AUTONOMIE,En cours,2025-10-24,2025-11-14,765,,SOUS-DE-0015,01,PERS-DE-0015,BASE,,
DE-0016,CA-AUTONOMIE,En cours,2025-10-30,2025-11-10,1047,,SOUS-DE-0016,01,PERS-DE-0016,BASE,,
DE-0017,CA-AUTONOMIE,En cours,2025-04-11,2025-05-03,1038,,SOUS-DE-0017,01,PERS-DE-0017,BASE,,
DE-0018,CA-AUTONOMIE,En cours,2025-05-18,2025-05-30,1054,,SOUS-DE-0018,01,PERS-DE-0018,BASE,,
DE-0019,CA-AUTONOMIE,En cours,2025-05-01,2025-05-08,1033,,SOUS-DE-0019,01,PERS-DE-0019,BASE,,
DE-0020,CA-AUTONOMIE,Résilié,2025-12-10,2025-12-11,587,2026-03-16,SOUS-DE-0020,01,PERS-DE-0020,BASE,,
DE-0021,CA-AUTONOMIE,Résilié,2025-12-02,2025-12-24,720,2026-03-08,SOUS-DE-0021,01,PERS-DE-0021,BASE,,
DE-0022,CA-AUTONOMIE,En cours,2025-05-24,2025-06-04,1495,,SOUS-DE-0022,01,PERS-DE-0022,BASE,,
DE-0023,CA-AUTONOMIE,En cours,2025-06-06,2025-06-28,1085,,SOUS-DE-0023,01,PERS-DE-0023,BASE,,
DE-0024,CA-AUTONOMIE,Suspendu,2025-08-04,2025-08-24,1537,,SOUS-DE-0024,01,PERS-DE-0024,BASE,,
DE-0025,CA-AUTONOMIE,En cours,2025-05-31,2025-06-21,799,,SOUS-DE-0025,01,PERS-DE-0025,BASE,,
DE-0026,CA-AUTONOMIE,En cours,2026-03-08,2026-03-31,1219,,SOUS-DE-0026,01,PERS-DE-0026,BASE,,
DE-0027,CA-AUTONOMIE,En cours,2026-03-12,2026-03-21,786,,SOUS-DE-0027,01,PERS-DE-0027,BASE,,
DE-0028,CA-AUTONOMIE,En cours,2026-02-20,2026-02-28,437,,SOUS-DE-0028,01,PERS-DE-0028,BASE,,
DE-0029,CA-AUTONOMIE,En cours,2026-01-25,2026-02-15,1489,,SOUS-DE-0029,01,PERS-DE-0029,BASE,,
DE-0030,CA-AUTONOMIE,En cours,2026-01-26,2026-02-19,1014,,SOUS-DE-0030,01,PERS-DE-0030,BASE,,
DE-0031,CA-AUTONOMIE,En cours,2026-02-12,2026-02-27,749,,SOUS-DE-0031,01,PERS-DE-0031,BASE,,
DE-0032,CA-AUTONOMIE,En cours,2026-02-19,2026-02-24,1461,,SOUS-DE-0032,01,PERS-DE-0032,BASE,,
DE-0033,CA-AUTONOMIE,En cours,2026-02-07,2026-02-16,802,,SOUS-DE-0033,01,PERS-DE-0033,BASE,,
