contract_id,product,state,subscription_date,effective_date,annual_premium,end_date,subscriber_id,beneficiary_code,person_id,guarantee,segment,file_rate_year_1
EM-STABLE,NE-EMPRUNT-FLEX,En cours,2025-10-06,2025-11-01,383,,SOUS-EM-STABLE,01,PERS-EM-STABLE,BASE,RACHAT,0.38
EM-SANS-EFFET,NE-EMPRUNT-CLASSIQUE,En cours,2026-01-24,2026-02-01,768,,SOUS-EM-SANS-EFFET,01,PERS-EM-SANS-EFFET,BASE,RACHAT,0.38
EM-RESILIE,NE-EMPRUNT-FLEX,En cours,2025-08-18,2025-09-01,734,,SOUS-EM-RESILIE,01,PERS-EM-RESILIE,BASE,,0.38
EM-ANOMALIE,NE-EMPRUNT-FLEX,Sans effet,2025-12-08,2026-01-01,208,,SOUS-EM-ANOMALIE,01,PERS-EM-ANOMALIE,BASE,,0.36
EM-HAUSSE-PRIME,NE-EMPRUNT-CLASSIQUE,En cours,2025-12-06,2026-01-01,525,,SOUS-EM-HAUSSE-PRIME,01,PERS-EM-HAUSSE-PRIME,BASE,RACHAT,
EM-BAISSE-PRIME,NE-EMPRUNT-CLASSIQUE,En cours,2025-12-29,2026-01-01,1269,,SOUS-EM-BAISSE-PRIME,01,PERS-EM-BAISSE-PRIME,BASE,,0.36
EM-0001,NE-EMPRUNT-FLEX,En cours,2025-06-18,2025-06-27,503,,SOUS-EM-0001,01,PERS-EM-0001,BASE,,0.36
EM-0002,NE-EMPRUNT-FLEX,En cours,2025-12-04,2025-12-30,1477,,SOUS-EM-0002,01,PERS-EM-0002,BASE,,0.38
EM-0003,NE-EMPRUNT-FLEX,En cours,2025-07-25,2025-08-24,337,,SOUS-EM-0003,01,PERS-EM-0003,BASE,,0.38
EM-0004,NE-EMPRUNT-FLEX,En cours,2025-06-09,2025-06-22,761,,SOUS-EM-0004,01,PERS-EM-0004,BASE,PRIMO,0.38
EM-0005,NE-EMPRUNT-FLEX,En cours,2025-05-17,2025-05-18,1250,,SOUS-EM-0005,01,PERS-EM-0005,BASE,RACHAT,0.38
EM-0006,NE-EMPRUNT-FLEX,En cours,2025-08-05,2025-08-11,1020,,SOUS-EM-0006,01,PERS-EM-0006,BASE,RACHAT,0.36
EM-0007,NE-EMPRUNT-CLASSIQUE,En cours,2025-12-09,2026-01-04,1322,,SOUS-EM-0007,01,PERS-EM-0007,BASE,,0.36
EM-0008,NE-EMPRUNT-CLASSIQUE,Mis en demeure,2026-01-12,2026-01-19,597,,SOUS-EM-0008,01,PERS-EM-0008,BASE,,0.38
EM-0009,NE-EMPRUNT-FLEX,En cours,2025-10-04,2025-10-23,1106,,SOUS-EM-0009,01,PERS-EM-0009,BASE,PRIMO,0.38
EM-0010,NE-EMPRUNT-FLEX,En cours,2025-10-22,2025-11-11,666,,SOUS-EM-0010,01,PERS-EM-0010,BASE,,0.36
EM-0011,NE-EMPRUNT-FLEX,En cours,2025-04-09,2025-05-07,1025,,SOUS-EM-0011,01,PERS-EM-0011,BASE,PRIMO,0.36
EM-0012,NE-EMPRUNT-CLASSIQUE,Mis en demeure,2026-01-07,2026-01-20,1182,,SOUS-EM-0012,01,PERS-EM-0012,BASE,,
EM-0013,NE-EMPRUNT-CLASSIQUE,Suspendu,2025-05-22,2025-05-31,1221,,SOUS-EM-0013,01,PERS-EM-0013,BASE,,
EM-0014,NE-EMPRUNT-CLASSIQUE,En cours,2025-10-19,2025-11-05,674,,SOUS-EM-0014,01,PERS-EM-0014,BASE,RACHAT,0.38
EM-0015,NE-EMPRUNT-CLASSIQUE,En cours,2025-06-10,2025-06-17,1232,,SOUS-EM-0015,01,PERS-EM-0015,BASE,PRIMO,
EM-0016,NE-EMPRUNT-CLASSIQUE,En cours,2025-05-08,2025-05-16,1130,,SOUS-EM-0016,01,PERS-EM-0016,BASE,PRIMO,0.38
EM-0017,NE-EMPRUNT-FLEX,En cours,2025-09-21,2025-10-02,719,,SOUS-EM-0017,01,PERS-EM-0017,BASE,,0.38
EM-0018,NE-EMPRUNT-CLASSIQUE,En cours,2025-05-26,2025-06-08,515,,SOUS-EM-0018,01,PERS-EM-0018,BASE,,
EM-0019,NE-EMPRUNT-CLASSIQUE,En cours,2025-10-20,2025-11-09,1088,,SOUS-EM-0019,01,PERS-EM-0019,BASE,RACHAT,0.36
EM-0020,NE-EMPRUNT-CLASSIQUE,En cours,2025-06-12,2025-07-05,678,,SOUS-EM-0020,01,PERS-EM-0020,BASE,,0.36
EM-0021,NE-EMPRUNT-CLASSIQUE,Mis en demeure,2025-11-28,2025-12-20,1124,,SOUS-EM-0021,01,PERS-EM-0021,BASE,,0.38
EM-0022,NE-EMPRUNT-CLASSIQUE,En cours,2025-07-12,2025-07-31,1218,,SOUS-EM-0022,01,PERS-EM-0022,BASE,RACHAT,0.36
EM-0023,NE-EMPRUNT-FLEX,Mis en demeure,2026-01-04,2026-01-08,982,,SOUS-EM-0023,01,PERS-EM-0023,BASE,,
EM-0024,NE-EMPRUNT-FLEX,En cours,2025-09-05,2025-10-01,1110,,SOUS-EM-0024,01,PERS-EM-0024,BASE,,
EM-0025,NE-EMPRUNT-FLEX,En cours,2025-05-06,2025-05-13,520,,SOUS-EM-0025,01,PERS-EM-0025,BASE,,0.38
