contract_id,product,state,subscription_date,effective_date,annual_premium,end_date,subscriber_id,beneficiary_code,person_id,guarantee,segment,file_rate_year_1
SI-NOUVEAU,NS-CONFORT,En cours,2026-02-15,2026-03-01,1526,,SOUS-SI-NOUVEAU,01,PERS-SI-NOUVEAU,BASE,,
SI-STABLE,NS-SENIOR,En cours,2025-10-24,2025-11-01,2179,,SOUS-SI-STABLE,01,PERS-SI-STABLE,BASE,,
SI-SANS-EFFET,NS-ESSENTIEL,Sans effet,2026-01-22,2026-02-01,1964,,SOUS-SI-SANS-EFFET,01,PERS-SI-SANS-EFFET,BASE,,
SI-RESILIE,NS-CONFORT,Résilié,2025-08-21,2025-09-01,2089,2026-03-15,SOUS-SI-RESILIE,01,PERS-SI-RESILIE,BASE,,
SI-RESILIE-SANS-HISTORIQUE,NS-SENIOR,Résilié,2025-11-08,2025-12-01,1327,2026-03-10,SOUS-SI-RESILIE-SANS-HISTORIQUE,01,PERS-SI-RESILIE-SANS-HISTORIQUE,BASE,,
SI-ANOMALIE,NS-ESSENTIEL,Résilié,2025-12-26,2026-01-01,682,2026-03-01,SOUS-SI-ANOMALIE,01,PERS-SI-ANOMALIE,BASE,,
SI-ANCIEN,NS-ESSENTIEL,En cours,2024-12-21,2025-01-15,2351,,SOUS-SI-ANCIEN,01,PERS-SI-ANCIEN,BASE,,
SI-TROP-ANCIEN,NS-CONFORT,En cours,2024-08-27,2024-09-01,2146,,SOUS-SI-TROP-ANCIEN,01,PERS-SI-TROP-ANCIEN,BASE,,
SI-HAUSSE-PRIME,NS-SENIOR,En cours,2025-12-08,2026-01-01,1766.60,,SOUS-SI-HAUSSE-PRIME,01,PERS-SI-HAUSSE-PRIME,BASE,,
SI-BAISSE-PRIME,NS-ESSENTIEL,En cours,2025-12-18,2026-01-01,1512.15,,SOUS-SI-BAISSE-PRIME,01,PERS-SI-BAISSE-PRIME,BASE,,
SI-DUREE-NULLE,NS-SENIOR,En cours,2026-02-04,2026-03-05,1189,2026-03-05,SOUS-SI-DUREE-NULLE,01,PERS-SI-DUREE-NULLE,BASE,,
SI-PRODUIT-INCONNU,PRODUIT-INCONNU,En cours,2026-02-26,2026-03-01,1905,,SOUS-SI-PRODUIT-INCONNU,01,PERS-SI-PRODUIT-INCONNU,BASE,,
SI-TAUX-SPECIFIQUE-1,NS-SENIOR,En cours,2026-01-30,2026-03-01,2133,,SOUS-SI-TAUX-SPECIFIQUE-1,01,PERS-SI-TAUX-SPECIFIQUE-1,RENFORT-DENTAIRE,,
SI-0001,NS-SENIOR,Mis en demeure,2025-07-29,2025-08-08,2066,,SOUS-SI-0001,01,PERS-SI-0001,BASE,,
SI-0002,NS-CONFORT,En cours,2025-06-20,2025-06-25,618,,SOUS-SI-0002,01,PERS-SI-0002,BASE,,
SI-0003,NS-CONFORT,En cours,2025-08-05,2025-08-24,2261,,SOUS-SI-0003,01,PERS-SI-0003,BASE,,
SI-0004,NS-CONFORT,Résilié,2025-10-11,2025-10-13,715,2026-03-25,SOUS-SI-0004,01,PERS-SI-0004,BASE,,
SI-0005,NS-CONFORT,En cours,2026-01-09,2026-01-17,873,,SOUS-SI-0005,01,PERS-SI-0005,BASE,,
SI-0006,NS-SENIOR,Suspendu,2026-01-05,2026-01-13,1945,,SOUS-SI-0006,01,PERS-SI-0006,BASE,,
SI-0007,NS-SENIOR,En cours,2025-09-20,2025-10-05,1182,,SOUS-SI-0007,01,PERS-SI-0007,BASE,,
SI-0008,NS-ESSENTIEL,En cours,2025-08-06,2025-08-22,1795,,SOUS-SI-0008,01,PERS-SI-0008,BASE,,
SI-0009,NS-ESSENTIEL,Résilié,2025-12-04,2025-12-30,1879,2026-03-27,SOUS-SI-0009,01,PERS-SI-0009,BASE,,
SI-0010,NS-ESSENTIEL,Résilié,2025-07-28,2025-08-17,936,2026-03-15,SOUS-SI-0010,01,PERS-SI-0010,BASE,,
SI-0011,NS-ESSENTIEL,Suspendu,2025-12-11,2025-12-30,1808,,SOUS-SI-0011,01,PERS-SI-0011,BASE,,
SI-0012,NS-ESSENTIEL,En cours,2025-06-25,2025-07-22,1136,,SOUS-SI-0012,01,PERS-SI-0012,BASE,,
SI-0013,NS-ESSENTIEL,En cours,2025-05-12,2025-06-03,1596,,SOUS-SI-0013,01,PERS-SI-0013,BASE,,
SI-0014,NS-ESSENTIEL,En cours,2026-01-08,2026-02-01,1752,,SOUS-SI-0014,01,PERS-SI-0014,BASE,,
SI-0015,NS-CONFORT,En cours,2025-09-09,2025-09-11,925,,SOUS-SI-0015,01,PERS-SI-0015,BASE,,
SI-0016,NS-CONFORT,En cours,2026-01-18,2026-01-30,1894,,SOUS-SI-0016,01,PERS-SI-0016,BASE,,
SI-0017,NS-ESSENTIEL,En cours,2025-09-13,2025-09-15,1395,,SOUS-SI-0017,01,PERS-SI-0017,BASE,,
SI-0018,NS-ESSENTIEL,En cours,2025-05-21,2025-06-01,693,,SOUS-SI-0018,01,PERS-SI-0018,BASE,,
SI-0019,NS-ESSENTIEL,En cours,2025-08-20,2025-09-15,836,,SOUS-SI-0019,01,PERS-SI-0019,BASE,,
SI-0020,NS-SENIOR,En cours,2025-07-20,2025-07-23,1795,,SOUS-SI-0020,01,PERS-SI-0020,BASE,,
SI-0021,NS-ESSENTIEL,En cours,2025-11-29,2025-12-12,844,,SOUS-SI-0021,01,PERS-SI-0021,BASE,,
SI-0022,NS-SENIOR,En cours,2025-07-21,2025-07-21,1934,,SOUS-SI-0022,01,PERS-SI-0022,BASE,,
SI-0023,NS-SENIOR,Résilié,2025-05-07,2025-05-29,693,2026-03-22,SOUS-SI-0023,01,PERS-SI-0023,BASE,,
SI-0024,NS-CONFORT,En cours,2025-07-26,2025-08-11,2106,,SOUS-SI-0024,01,PERS-SI-0024,BASE,,
SI-0025,NS-CONFORT,Résilié,2025-12-07,2025-12-07,812,2026-03-15,SOUS-SI-0025,01,PERS-SI-0025,BASE,,
SI-0026,NS-CONFORT,En cours,2026-02-19,2026-03-08,1981,,SOUS-SI-0026,01,PERS-SI-0026,BASE,,
SI-0027,NS-ESSENTIEL,En cours,2026-02-02,2026-02-28,1087,,SOUS-SI-0027,01,PERS-SI-0027,BASE,,
SI-0028,NS-CONFORT,En cours,2026-02-05,2026-03-01,1543,,SOUS-SI-0028,01,PERS-SI-0028,BASE,,
SI-0029,NS-SENIOR,En cours,2026-02-26,2026-03-12,1185,,SOUS-SI-0029,01,PERS-SI-0029,BASE,,
SI-0030,NS-CONFORT,En cours,2026-02-28,2026-03-17,1736,,SOUS-SI-0030,01,PERS-SI-0030,BASE,,
SI-0031,NS-SENIOR,En cours,2026-03-12,2026-03-26,1327,,SOUS-SI-0031,01,PERS-SI-0031,BASE,,
SI-0032,NS-SENIOR,En cours,2026-03-19,2026-03-22,1054,,SOUS-SI-0032,01,PERS-SI-0032,BASE,,
SI-0033,NS-SENIOR,En cours,2026-02-20,2026-03-10,2356,,SOUS-SI-0033,01,PERS-SI-0033,BASE,,
