contract_id,product,state,subscription_date,effective_date,annual_premium,end_date,subscriber_id,beneficiary_code,person_id,guarantee,segment,file_rate_year_1
PT-STABLE,CP-TNS-INDEMNITES,En cours,2025-10-18,2025-11-01,1190,,SOUS-PT-STABLE,01,PERS-PT-STABLE,BASE,,
PT-SANS-EFFET,CP-TNS-INDEMNITES,En cours,2026-01-09,2026-02-01,1657,,SOUS-PT-SANS-EFFET,01,PERS-PT-SANS-EFFET,BASE,,
PT-RESILIE,CP-TNS-INDEMNITES,En cours,2025-08-26,2025-09-01,1560,,SOUS-PT-RESILIE,01,PERS-PT-RESILIE,BASE,,
PT-ANOMALIE,CP-TNS-INDEMNITES,Sans effet,2025-12-22,2026-01-01,1003,,SOUS-PT-ANOMALIE,01,PERS-PT-ANOMALIE,BASE,,
PT-HAUSSE-PRIME,CP-TNS-DECES,En cours,2025-12-22,2026-01-01,1065,,SOUS-PT-HAUSSE-PRIME,01,PERS-PT-HAUSSE-PRIME,BASE,,
PT-BAISSE-PRIME,CP-TNS-INDEMNITES,En cours,2025-12-31,2026-01-01,644,,SOUS-PT-BAISSE-PRIME,01,PERS-PT-BAISSE-PRIME,BASE,,
PT-0001,CP-TNS-DECES,En cours,2025-05-26,2025-05-28,1022,,SOUS-PT-0001,01,PERS-PT-0001,BASE,,
PT-0002,CP-TNS-INDEMNITES,Mis en demeure,2025-10-22,2025-11-01,1760,,SOUS-PT-0002,01,PERS-PT-0002,BASE,,
PT-0003,CP-TNS-DECES,Mis en demeure,2026-01-01,2026-01-14,1532,,SOUS-PT-0003,01,PERS-PT-0003,BASE,,
PT-0004,CP-TNS-INDEMNITES,En cours,2025-10-26,2025-11-10,1672,,SOUS-PT-0004,01,PERS-PT-0004,BASE,,
PT-0005,CP-TNS-INDEMNITES,Suspendu,2025-08-17,2025-08-30,1727,,SOUS-PT-0005,01,PERS-PT-0005,BASE,,
PT-0006,CP-TNS-DECES,En cours,2025-04-30,2025-05-02,1381,,SOUS-PT-0006,01,PERS-PT-0006,BASE,,
PT-0007,CP-TNS-INDEMNITES,Suspendu,2025-06-24,2025-07-23,665,,SOUS-PT-0007,01,PERS-PT-0007,BASE,,
PT-0008,CP-TNS-DECES,En cours,2025-05-04,2025-06-01,561,,SOUS-PT-0008,01,PERS-PT-0008,BASE,,
PT-0009,CP-TNS-DECES,Suspendu,2025-08-07,2025-09-04,1788,,SOUS-PT-0009,01,PERS-PT-0009,BASE,,
PT-0010,CP-TNS-INDEMNITES,En cours,2025-08-27,2025-09-23,773,,SOUS-PT-0010,01,PERS-PT-0010,BASE,,
PT-0011,CP-TNS-INDEMNITES,En cours,2025-10-28,2025-11-12,1758,,SOUS-PT-0011,01,PERS-PT-0011,BASE,,
PT-0012,CP-TNS-INDEMNITES,En cours,2025-06-28,2025-06-29,656,,SOUS-PT-0012,01,PERS-PT-0012,BASE,,
PT-0013,CP-TNS-DECES,Suspendu,2026-01-10,2026-01-14,530,,SOUS-PT-0013,01,PERS-PT-0013,BASE,,
PT-0014,CP-TNS-DECES,Suspendu,2026-01-15,2026-01-21,783,,SOUS-PT-0014,01,PERS-PT-0014,BASE,,
PT-0015,CP-TNS-INDEMNITES,Mis en demeure,2025-08-28,2025-09-07,935,,SOUS-PT-0015,01,PERS-PT-0015,BASE,,
PT-0016,CP-TNS-INDEMNITES,Suspendu,2025-11-17,2025-12-17,678,,SOUS-PT-0016,01,PERS-PT-0016,BASE,,
PT-0017,CP-TNS-DECES,En cours,2025-07-04,2025-08-02,528,,SOUS-PT-0017,01,PERS-PT-0017,BASE,,
PT-0018,CP-TNS-INDEMNITES,Suspendu,2025-10-29,2025-11-18,1301,,SOUS-PT-0018,01,PERS-PT-0018,BASE,,
PT-0019,CP-TNS-INDEMNITES,Suspendu,2025-11-26,2025-12-07,1013,,SOUS-PT-0019,01,PERS-PT-0019,BASE,,
PT-0020,CP-TNS-DECES,En cours,2026-01-19,2026-01-25,1793,,SOUS-PT-0020,01,PERS-PT-0020,BASE,,
PT-0021,CP-TNS-INDEMNITES,En cours,2026-01-02,2026-01-09,1093,,SOUS-PT-0021,01,PERS-PT-0021,BASE,,
PT-0022,CP-TNS-DECES,Mis en demeure,2025-06-25,2025-07-21,468,,SOUS-PT-0022,01,PERS-PT-0022,BASE,,
PT-0023,CP-TNS-DECES,En cours,2025-11-08,2025-11-17,537,,SOUS-PT-0023,01,PERS-PT-0023,BASE,,
PT-0024,CP-TNS-INDEMNITES,En cours,2025-10-19,2025-11-07,818,,SOUS-PT-0024,01,PERS-PT-0024,BASE,,
PT-0025,CP-TNS-DECES,En cours,2025-12-05,2026-01-01,1258,,SOUS-PT-0025,01,PERS-PT-0025,BASE,,
